f_kpi_id;d_kpi_id;d_target_id;d_level0_id;d_level1_id;d_level2_id;d_level3_id;d_level4_id;Numerator;Denominator;d_date_id
992;5;1;1;1;2;3;1;2152142;2415673;20190803
993;5;1;1;1;2;3;1;2354033;2354412;20190903
994;5;1;1;1;2;3;1;2474447;2198437;20191003
995;5;1;1;1;2;3;1;2651649;2724629;20191103
996;5;1;1;1;2;3;1;2269615;2817612;20191203
997;5;1;1;1;1;5;1;2418413;2854603;20190103
998;5;1;1;1;1;5;1;2187954;2882502;20190203
999;5;1;1;1;1;5;1;2210762;2299905;20190303
1000;5;1;1;1;1;5;1;2899689;2237145;20190403
1001;5;1;1;1;1;5;1;2337948;2503213;20190503
1002;5;1;1;1;1;5;1;2209791;2845406;20190603
1003;5;1;1;1;1;5;1;2753486;2113244;20190703
1004;5;1;1;1;1;5;1;2124156;2644014;20190803
1005;5;1;1;1;1;5;1;2899495;2925658;20190903
1006;5;1;1;1;1;5;1;2866281;2600150;20191003
1007;5;1;1;1;1;5;1;2405186;2100484;20191103
1008;5;1;1;1;1;5;1;2856688;2452227;20191203
1009;5;1;1;1;3;4;1;2822441;2343740;20190103
1010;5;1;1;1;3;4;1;2568161;2242852;20190203
1011;5;1;1;1;3;4;1;2576075;2369048;20190303
1012;5;1;1;1;3;4;1;2101513;2884201;20190403
1013;5;1;1;1;3;4;1;2689920;2168824;20190503
1014;5;1;1;1;3;4;1;2594767;2911026;20190603
1015;5;1;1;1;3;4;1;2851065;2348300;20190703
1016;5;1;1;1;3;4;1;2576164;2106872;20190803
1017;5;1;1;1;3;4;1;2572753;2089806;20190903
1018;5;1;1;1;3;4;1;2802339;2814137;20191003
1019;5;1;1;1;3;4;1;2094586;2147324;20191103
1020;5;1;1;1;3;4;1;2513034;2072684;20191203
1021;6;1;1;1;1;1;1;2716463;2377060;20190103
1022;6;1;1;1;1;1;1;2687467;2829908;20190203
1023;6;1;1;1;1;1;1;2736338;2326107;20190303
1024;6;1;1;1;1;1;1;2294021;2888389;20190403
1025;6;1;1;1;1;1;1;2077864;2756940;20190503
1026;6;1;1;1;1;1;1;2666232;2058164;20190603
1027;6;1;1;1;1;1;1;2518491;2099915;20190703
1028;6;1;1;1;1;1;1;2389692;2482022;20190803
1029;6;1;1;1;1;1;1;2113406;2319356;20190903
1030;6;1;1;1;1;1;1;2609086;2345615;20191003
1031;6;1;1;1;1;1;1;2373736;2835788;20191103
1032;6;1;1;1;1;1;1;2499241;2877910;20191203
1033;6;1;1;1;1;2;1;2760688;2843521;20190103
1034;6;1;1;1;1;2;1;2411831;2697563;20190203
1035;6;1;1;1;1;2;1;2145773;2413046;20190303
1036;6;1;1;1;1;2;1;2739516;2381521;20190403
1037;6;1;1;1;1;2;1;2363201;2357508;20190503
1038;6;1;1;1;1;2;1;2893058;2243429;20190603
1039;6;1;1;1;1;2;1;2231799;2703067;20190703
1040;6;1;1;1;1;2;1;2457236;2054180;20190803
1041;6;1;1;1;1;2;1;2448881;2486961;20190903
1042;6;1;1;1;1;2;1;2920094;2109902;20191003
1043;6;1;1;1;1;2;1;2107107;2913962;20191103
1044;6;1;1;1;1;2;1;2676058;2675071;20191203
1045;6;1;1;1;2;3;1;2545121;2423250;20190103
1046;6;1;1;1;2;3;1;2289625;2416524;20190203
1047;6;1;1;1;2;3;1;2052822;2676398;20190303
1048;6;1;1;1;2;3;1;2823574;2694359;20190403
1049;6;1;1;1;2;3;1;2853523;2676208;20190503
1050;6;1;1;1;2;3;1;2595376;2686160;20190603
1051;6;1;1;1;2;3;1;2358059;2844836;20190703
1052;6;1;1;1;2;3;1;2690537;2653466;20190803
1053;6;1;1;1;2;3;1;2433758;2116979;20190903
1054;6;1;1;1;2;3;1;2727832;2523486;20191003
1055;6;1;1;1;2;3;1;2436878;2590347;20191103
1056;6;1;1;1;2;3;1;2646797;2318446;20191203
1057;6;1;1;1;1;5;1;2840237;2109423;20190103
1058;6;1;1;1;1;5;1;2559061;2114973;20190203
1059;6;1;1;1;1;5;1;2181900;2934635;20190303
1060;6;1;1;1;1;5;1;2427254;2792447;20190403
1061;6;1;1;1;1;5;1;2620001;2910721;20190503
1062;6;1;1;1;1;5;1;2637638;2638707;20190603
1063;6;1;1;1;1;5;1;2165568;2117577;20190703
1064;6;1;1;1;1;5;1;2066390;2272659;20190803
1065;6;1;1;1;1;5;1;2120006;2450871;20190903
1066;6;1;1;1;1;5;1;2819013;2432747;20191003
1067;6;1;1;1;1;5;1;2631881;2784170;20191103
1068;6;1;1;1;1;5;1;2790178;2274382;20191203
1069;6;1;1;1;3;4;1;2317972;2743248;20190103
1070;6;1;1;1;3;4;1;2551197;2311028;20190203
1071;6;1;1;1;3;4;1;2532928;2182852;20190303
1072;6;1;1;1;3;4;1;2080087;2545507;20190403
1073;6;1;1;1;3;4;1;2685474;2257676;20190503
1074;6;1;1;1;3;4;1;2478244;2224775;20190603
1075;6;1;1;1;3;4;1;2915544;2264304;20190703
1076;6;1;1;1;3;4;1;2841619;2867478;20190803
1077;6;1;1;1;3;4;1;2055597;2717822;20190903
1078;6;1;1;1;3;4;1;2268054;2498300;20191003
1079;6;1;1;1;3;4;1;2102532;2835510;20191103
1080;6;1;1;1;3;4;1;2528815;2221142;20191203
1081;1;1;1;1;1;1;1;2352591;2263923;20190104
1082;1;1;1;1;1;1;1;2576389;2322088;20190204
1083;1;1;1;1;1;1;1;2895915;2770970;20190304
1084;1;1;1;1;1;1;1;2517840;2496395;20190404
1085;1;1;1;1;1;1;1;2375068;2599465;20190504
1086;1;1;1;1;1;1;1;2886421;2863331;20190604
1087;1;1;1;1;1;1;1;2089210;2146570;20190704
1088;1;1;1;1;1;1;1;2313112;2183587;20190804
1089;1;1;1;1;1;1;1;2188429;2140442;20190904
1090;1;1;1;1;1;1;1;2791314;2134734;20191004
1091;1;1;1;1;1;1;1;2851400;2346273;20191104
1092;1;1;1;1;1;1;1;2306427;2706338;20191204
1093;1;1;1;1;1;2;1;2594217;2265785;20190104
1094;1;1;1;1;1;2;1;2217583;2084963;20190204
1095;1;1;1;1;1;2;1;2809648;2438015;20190304
1096;1;1;1;1;1;2;1;2789484;2376620;20190404
1097;1;1;1;1;1;2;1;2515263;2739378;20190504
1098;1;1;1;1;1;2;1;2063243;2843921;20190604
1099;1;1;1;1;1;2;1;2420419;2207739;20190704
1100;1;1;1;1;1;2;1;2865334;2278598;20190804
1101;1;1;1;1;1;2;1;2896899;2064344;20190904
1102;1;1;1;1;1;2;1;2592035;2267330;20191004
1103;1;1;1;1;1;2;1;2805378;2648655;20191104
1104;1;1;1;1;1;2;1;2383210;2388941;20191204
1105;1;1;1;1;2;3;1;2765036;2228884;20190104
1106;1;1;1;1;2;3;1;2497955;2843405;20190204
1107;1;1;1;1;2;3;1;2902760;2864981;20190304
1108;1;1;1;1;2;3;1;2093222;2433611;20190404
1109;1;1;1;1;2;3;1;2336402;2099106;20190504
1110;1;1;1;1;2;3;1;2842378;2108950;20190604
1111;1;1;1;1;2;3;1;2493216;2797199;20190704
1112;1;1;1;1;2;3;1;2299638;2499185;20190804
1113;1;1;1;1;2;3;1;2805407;2748203;20190904
1114;1;1;1;1;2;3;1;2374116;2480203;20191004
1115;1;1;1;1;2;3;1;2318387;2171709;20191104
1116;1;1;1;1;2;3;1;2651598;2096971;20191204
1117;1;1;1;1;3;5;1;2496873;2233516;20190104
1118;1;1;1;1;3;5;1;2119514;2239263;20190204
1119;1;1;1;1;3;5;1;2250325;2608254;20190304
1120;1;1;1;1;3;5;1;2703461;2886763;20190404
1121;1;1;1;1;3;5;1;2055954;2906499;20190504
1122;1;1;1;1;3;5;1;2382065;2732293;20190604
1123;1;1;1;1;3;5;1;2808476;2468197;20190704
1124;1;1;1;1;3;5;1;2360238;2473125;20190804
1125;1;1;1;1;3;5;1;2408165;2126987;20190904
1126;1;1;1;1;3;5;1;2567491;2252921;20191004
1127;1;1;1;1;3;5;1;2301432;2760605;20191104
1128;1;1;1;1;3;5;1;2811904;2422093;20191204
1129;1;1;1;1;4;4;1;2145473;2668802;20190104
1130;1;1;1;1;4;4;1;2491657;2267163;20190204
1131;1;1;1;1;4;4;1;2759758;2846712;20190304
1132;1;1;1;1;4;4;1;2872615;2657606;20190404
1133;1;1;1;1;4;4;1;2749675;2817969;20190504
1134;1;1;1;1;4;4;1;2919778;2529649;20190604
1135;1;1;1;1;4;4;1;2782644;2886966;20190704
1136;1;1;1;1;4;4;1;2118933;2628079;20190804
1137;1;1;1;1;4;4;1;2054521;2133731;20190904
1138;1;1;1;1;4;4;1;2285940;2801814;20191004
1139;1;1;1;1;4;4;1;2281003;2564188;20191104
1140;1;1;1;1;4;4;1;2389966;2210358;20191204
1141;2;1;1;1;1;1;1;2550781;2707313;20190104
1142;2;1;1;1;1;1;1;2786307;2502101;20190204
1143;2;1;1;1;1;1;1;2737803;2336363;20190304
1144;2;1;1;1;1;1;1;2580283;2237708;20190404
1145;2;1;1;1;1;1;1;2675767;2645887;20190504
1146;2;1;1;1;1;1;1;2793167;2197618;20190604
1147;2;1;1;1;1;1;1;2131616;2887967;20190704
1148;2;1;1;1;1;1;1;2061974;2250312;20190804
1149;2;1;1;1;1;1;1;2692457;2525203;20190904
1150;2;1;1;1;1;1;1;2410266;2642837;20191004
1151;2;1;1;1;1;1;1;2934919;2193320;20191104
1152;2;1;1;1;1;1;1;2298085;2076387;20191204
1153;2;1;1;1;1;2;1;2517063;2171725;20190104
1154;2;1;1;1;1;2;1;2606318;2160158;20190204
1155;2;1;1;1;1;2;1;2439723;2302456;20190304
1156;2;1;1;1;1;2;1;2908278;2422902;20190404
1157;2;1;1;1;1;2;1;2419305;2372565;20190504
1158;2;1;1;1;1;2;1;2892064;2471122;20190604
1159;2;1;1;1;1;2;1;2303660;2399950;20190704
1160;2;1;1;1;1;2;1;2461186;2169338;20190804
1161;2;1;1;1;1;2;1;2820589;2124759;20190904
1162;2;1;1;1;1;2;1;2922021;2845882;20191004
1163;2;1;1;1;1;2;1;2862872;2132289;20191104
1164;2;1;1;1;1;2;1;2283648;2571063;20191204
1165;2;1;1;1;2;3;1;2387443;2562182;20190104
1166;2;1;1;1;2;3;1;2862386;2222625;20190204
1167;2;1;1;1;2;3;1;2796212;2632867;20190304
1168;2;1;1;1;2;3;1;2268854;2373278;20190404
1169;2;1;1;1;2;3;1;2564261;2853308;20190504
1170;2;1;1;1;2;3;1;2750348;2878280;20190604
1171;2;1;1;1;2;3;1;2385081;2412054;20190704
1172;2;1;1;1;2;3;1;2639681;2207487;20190804
1173;2;1;1;1;2;3;1;2437145;2264518;20190904
1174;2;1;1;1;2;3;1;2222114;2564647;20191004
1175;2;1;1;1;2;3;1;2302890;2448564;20191104
1176;2;1;1;1;2;3;1;2639690;2347363;20191204
1177;2;1;1;1;1;5;1;2294404;2115118;20190104
1178;2;1;1;1;1;5;1;2635508;2058803;20190204
1179;2;1;1;1;1;5;1;2892165;2899573;20190304
1180;2;1;1;1;1;5;1;2151392;2242072;20190404
1181;2;1;1;1;1;5;1;2469325;2234399;20190504
1182;2;1;1;1;1;5;1;2818639;2779178;20190604
1183;2;1;1;1;1;5;1;2583308;2175860;20190704
1184;2;1;1;1;1;5;1;2383494;2523184;20190804
1185;2;1;1;1;1;5;1;2712555;2426636;20190904
1186;2;1;1;1;1;5;1;2154705;2502183;20191004
1187;2;1;1;1;1;5;1;2345783;2117098;20191104
1188;2;1;1;1;1;5;1;2829080;2280752;20191204
1189;2;1;1;1;3;4;1;2560499;2809747;20190104
1190;2;1;1;1;3;4;1;2549496;2808284;20190204
1191;2;1;1;1;3;4;1;2079812;2409306;20190304
1192;2;1;1;1;3;4;1;2445403;2294678;20190404
1193;2;1;1;1;3;4;1;2407427;2338538;20190504
1194;2;1;1;1;3;4;1;2599411;2260630;20190604
1195;2;1;1;1;3;4;1;2374125;2491531;20190704
1196;2;1;1;1;3;4;1;2574395;2306942;20190804
1197;2;1;1;1;3;4;1;2397779;2673204;20190904
1198;2;1;1;1;3;4;1;2690264;2205975;20191004
1199;2;1;1;1;3;4;1;2738059;2056381;20191104
1200;2;1;1;1;3;4;1;2698842;2633349;20191204
1201;3;1;1;1;1;1;1;2263456;2906127;20190104
1202;3;1;1;1;1;1;1;2188214;2483779;20190204
1203;3;1;1;1;1;1;1;2168086;2640836;20190304
1204;3;1;1;1;1;1;1;2537485;2861070;20190404
1205;3;1;1;1;1;1;1;2316575;2467214;20190504
1206;3;1;1;1;1;1;1;2912610;2270528;20190604
1207;3;1;1;1;1;1;1;2794519;2498331;20190704
1208;3;1;1;1;1;1;1;2668942;2922221;20190804
1209;3;1;1;1;1;1;1;2528434;2641171;20190904
1210;3;1;1;1;1;1;1;2540895;2487900;20191004
1211;3;1;1;1;1;1;1;2575569;2532349;20191104
1212;3;1;1;1;1;1;1;2585690;2530623;20191204
1213;3;1;1;1;1;2;1;2873449;2204181;20190104
1214;3;1;1;1;1;2;1;2206228;2130973;20190204
1215;3;1;1;1;1;2;1;2283090;2776276;20190304
1216;3;1;1;1;1;2;1;2663870;2788137;20190404
1217;3;1;1;1;1;2;1;2731053;2358893;20190504
1218;3;1;1;1;1;2;1;2216524;2877325;20190604
1219;3;1;1;1;1;2;1;2843017;2650302;20190704
1220;3;1;1;1;1;2;1;2066531;2254713;20190804
1221;3;1;1;1;1;2;1;2815312;2923019;20190904
1222;3;1;1;1;1;2;1;2794009;2563393;20191004
1223;3;1;1;1;1;2;1;2637806;2899209;20191104
1224;3;1;1;1;1;2;1;2839469;2469135;20191204
1225;3;1;1;1;2;3;1;2188801;2673079;20190104
1226;3;1;1;1;2;3;1;2815623;2184681;20190204
1227;3;1;1;1;2;3;1;2766146;2779068;20190304
1228;3;1;1;1;2;3;1;2516510;2415255;20190404
1229;3;1;1;1;2;3;1;2607440;2916574;20190504
1230;3;1;1;1;2;3;1;2553903;2920081;20190604
1231;3;1;1;1;2;3;1;2127119;2092065;20190704
1232;3;1;1;1;2;3;1;2768435;2662767;20190804
1233;3;1;1;1;2;3;1;2812474;2776702;20190904
1234;3;1;1;1;2;3;1;2106743;2299730;20191004
1235;3;1;1;1;2;3;1;2607898;2138501;20191104
1236;3;1;1;1;2;3;1;2433761;2119173;20191204
1237;3;1;1;1;1;5;1;2739582;2473648;20190104
1238;3;1;1;1;1;5;1;2622222;2505047;20190204
1239;3;1;1;1;1;5;1;2568885;2241953;20190304
1240;3;1;1;1;1;5;1;2491585;2807586;20190404
1241;3;1;1;1;1;5;1;2525597;2421619;20190504
1242;3;1;1;1;1;5;1;2173978;2210362;20190604
1243;3;1;1;1;1;5;1;2353704;2220412;20190704
1244;3;1;1;1;1;5;1;2100283;2340026;20190804
1245;3;1;1;1;1;5;1;2925465;2113047;20190904
1246;3;1;1;1;1;5;1;2432595;2061657;20191004
1247;3;1;1;1;1;5;1;2108527;2255700;20191104
1248;3;1;1;1;1;5;1;2665062;2351715;20191204
1249;3;1;1;1;3;4;1;2430685;2094433;20190104
1250;3;1;1;1;3;4;1;2825461;2327864;20190204
1251;3;1;1;1;3;4;1;2916474;2169831;20190304
1252;3;1;1;1;3;4;1;2401886;2733211;20190404
1253;3;1;1;1;3;4;1;2888103;2161177;20190504
1254;3;1;1;1;3;4;1;2484104;2040097;20190604
1255;3;1;1;1;3;4;1;2425120;2286998;20190704
1256;3;1;1;1;3;4;1;2134198;2630901;20190804
1257;3;1;1;1;3;4;1;2128241;2075246;20190904
1258;3;1;1;1;3;4;1;2580188;2904396;20191004
1259;3;1;1;1;3;4;1;2422186;2875076;20191104
1260;3;1;1;1;3;4;1;2808118;2403609;20191204
1261;4;1;1;1;1;1;1;2351017;2757770;20190104
1262;4;1;1;1;1;1;1;2101283;2843642;20190204
1263;4;1;1;1;1;1;1;2163313;2667058;20190304
1264;4;1;1;1;1;1;1;2369624;2799640;20190404
1265;4;1;1;1;1;1;1;2655580;2097874;20190504
1266;4;1;1;1;1;1;1;2114174;2726400;20190604
1267;4;1;1;1;1;1;1;2642466;2414293;20190704
1268;4;1;1;1;1;1;1;2265365;2145980;20190804
1269;4;1;1;1;1;1;1;2257855;2518659;20190904
1270;4;1;1;1;1;1;1;2241865;2706704;20191004
1271;4;1;1;1;1;1;1;2845172;2848086;20191104
1272;4;1;1;1;1;1;1;2748898;2567289;20191204
1273;4;1;1;1;1;2;1;2586443;2553455;20190104
1274;4;1;1;1;1;2;1;2371305;2714463;20190204
1275;4;1;1;1;1;2;1;2565667;2507150;20190304
1276;4;1;1;1;1;2;1;2671662;2359944;20190404
1277;4;1;1;1;1;2;1;2322872;2298753;20190504
1278;4;1;1;1;1;2;1;2398046;2476221;20190604
1279;4;1;1;1;1;2;1;2339306;2114846;20190704
1280;4;1;1;1;1;2;1;2097061;2871299;20190804
1281;4;1;1;1;1;2;1;2640247;2221763;20190904
1282;4;1;1;1;1;2;1;2390826;2530545;20191004
1283;4;1;1;1;1;2;1;2229949;2273527;20191104
1284;4;1;1;1;1;2;1;2830479;2325796;20191204
1285;4;1;1;1;2;3;1;2383385;2450675;20190104
1286;4;1;1;1;2;3;1;2444213;2310873;20190204
1287;4;1;1;1;2;3;1;2147897;2806337;20190304
1288;4;1;1;1;2;3;1;2914056;2202503;20190404
1289;4;1;1;1;2;3;1;2285553;2721444;20190504
1290;4;1;1;1;2;3;1;2064117;2255862;20190604
1291;4;1;1;1;2;3;1;2868367;2102561;20190704
1292;4;1;1;1;2;3;1;2932585;2109396;20190804
1293;4;1;1;1;2;3;1;2257499;2406628;20190904
1294;4;1;1;1;2;3;1;2558696;2210592;20191004
1295;4;1;1;1;2;3;1;2195516;2645110;20191104
1296;4;1;1;1;2;3;1;2674441;2450764;20191204
1297;4;1;1;1;1;5;1;2051930;2595800;20190104
1298;4;1;1;1;1;5;1;2165697;2629751;20190204
1299;4;1;1;1;1;5;1;2586802;2845204;20190304
1300;4;1;1;1;1;5;1;2650903;2468825;20190404
1301;4;1;1;1;1;5;1;2094286;2785881;20190504
1302;4;1;1;1;1;5;1;2903272;2920383;20190604
1303;4;1;1;1;1;5;1;2595576;2387539;20190704
1304;4;1;1;1;1;5;1;2757445;2340752;20190804
1305;4;1;1;1;1;5;1;2842884;2266844;20190904
1306;4;1;1;1;1;5;1;2645969;2489471;20191004
1307;4;1;1;1;1;5;1;2929294;2456698;20191104
1308;4;1;1;1;1;5;1;2431391;2451157;20191204
1309;4;1;1;1;3;4;1;2393741;2860183;20190104
1310;4;1;1;1;3;4;1;2334306;2309574;20190204
1311;4;1;1;1;3;4;1;2327503;2221179;20190304
1312;4;1;1;1;3;4;1;2140380;2537762;20190404
1313;4;1;1;1;3;4;1;2047317;2858234;20190504
1314;4;1;1;1;3;4;1;2529660;2920594;20190604
1315;4;1;1;1;3;4;1;2703081;2752386;20190704
1316;4;1;1;1;3;4;1;2276136;2266305;20190804
1317;4;1;1;1;3;4;1;2845619;2590348;20190904
1318;4;1;1;1;3;4;1;2867432;2312289;20191004
1319;4;1;1;1;3;4;1;2319220;2603957;20191104
1320;4;1;1;1;3;4;1;2424061;2389396;20191204
1321;5;1;1;1;1;1;1;2310065;2276525;20190104
1322;5;1;1;1;1;1;1;2369060;2547059;20190204
1323;5;1;1;1;1;1;1;2109673;2173882;20190304
1324;5;1;1;1;1;1;1;2508141;2245447;20190404
1325;5;1;1;1;1;1;1;2874473;2129761;20190504
1326;5;1;1;1;1;1;1;2215588;2769124;20190604
1327;5;1;1;1;1;1;1;2916291;2159154;20190704
1328;5;1;1;1;1;1;1;2365088;2129002;20190804
1329;5;1;1;1;1;1;1;2885594;2464474;20190904
1330;5;1;1;1;1;1;1;2465342;2466072;20191004
1331;5;1;1;1;1;1;1;2553318;2532617;20191104
1332;5;1;1;1;1;1;1;2505563;2412248;20191204
1333;5;1;1;1;1;2;1;2049818;2910946;20190104
1334;5;1;1;1;1;2;1;2138946;2203822;20190204
1335;5;1;1;1;1;2;1;2854253;2541167;20190304
1336;5;1;1;1;1;2;1;2907619;2528318;20190404
1337;5;1;1;1;1;2;1;2217408;2852924;20190504
1338;5;1;1;1;1;2;1;2583524;2199233;20190604
1339;5;1;1;1;1;2;1;2111840;2725289;20190704
1340;5;1;1;1;1;2;1;2639011;2159595;20190804
1341;5;1;1;1;1;2;1;2585250;2588922;20190904
1342;5;1;1;1;1;2;1;2585770;2468052;20191004
1343;5;1;1;1;1;2;1;2687045;2275327;20191104
1344;5;1;1;1;1;2;1;2440753;2676028;20191204
1345;5;1;1;1;2;3;1;2258878;2706943;20190104
1346;5;1;1;1;2;3;1;2115212;2172618;20190204
1347;5;1;1;1;2;3;1;2519817;2183525;20190304
1348;5;1;1;1;2;3;1;2710772;2378182;20190404
1349;5;1;1;1;2;3;1;2405274;2658879;20190504
1350;5;1;1;1;2;3;1;2610650;2807292;20190604
1351;5;1;1;1;2;3;1;2068892;2114477;20190704
1352;5;1;1;1;2;3;1;2193484;2637641;20190804
1353;5;1;1;1;2;3;1;2040372;2249107;20190904
1354;5;1;1;1;2;3;1;2153287;2171960;20191004
1355;5;1;1;1;2;3;1;2714408;2371939;20191104
1356;5;1;1;1;2;3;1;2155330;2869293;20191204
1357;5;1;1;1;1;5;1;2712163;2287757;20190104
1358;5;1;1;1;1;5;1;2099153;2731537;20190204
1359;5;1;1;1;1;5;1;2523273;2365932;20190304
1360;5;1;1;1;1;5;1;2135889;2069116;20190404
1361;5;1;1;1;1;5;1;2634261;2152893;20190504
1362;5;1;1;1;1;5;1;2317353;2212088;20190604
1363;5;1;1;1;1;5;1;2341352;2370203;20190704
1364;5;1;1;1;1;5;1;2914588;2352346;20190804
1365;5;1;1;1;1;5;1;2534926;2500772;20190904
1366;5;1;1;1;1;5;1;2498740;2290664;20191004
1367;5;1;1;1;1;5;1;2125427;2647901;20191104
1368;5;1;1;1;1;5;1;2589883;2258229;20191204
1369;5;1;1;1;3;4;1;2413627;2290330;20190104
1370;5;1;1;1;3;4;1;2226875;2548022;20190204
1371;5;1;1;1;3;4;1;2234172;2085472;20190304
1372;5;1;1;1;3;4;1;2502316;2880909;20190404
1373;5;1;1;1;3;4;1;2235905;2641343;20190504
1374;5;1;1;1;3;4;1;2509652;2297651;20190604
1375;5;1;1;1;3;4;1;2588845;2394114;20190704
1376;5;1;1;1;3;4;1;2391686;2319867;20190804
1377;5;1;1;1;3;4;1;2855988;2611236;20190904
1378;5;1;1;1;3;4;1;2671464;2095234;20191004
1379;5;1;1;1;3;4;1;2081620;2928594;20191104
1380;5;1;1;1;3;4;1;2444151;2175249;20191204
1381;6;1;1;1;1;1;1;2303870;2330734;20190104
1382;6;1;1;1;1;1;1;2662185;2198370;20190204
1383;6;1;1;1;1;1;1;2890927;2839048;20190304
1384;6;1;1;1;1;1;1;2719863;2822663;20190404
1385;6;1;1;1;1;1;1;2735955;2532012;20190504
1386;6;1;1;1;1;1;1;2074171;2150015;20190604
1387;6;1;1;1;1;1;1;2616026;2285143;20190704
1388;6;1;1;1;1;1;1;2910723;2597451;20190804
1389;6;1;1;1;1;1;1;2731551;2727406;20190904
1390;6;1;1;1;1;1;1;2747106;2772291;20191004
1391;6;1;1;1;1;1;1;2665918;2595904;20191104
1392;6;1;1;1;1;1;1;2183248;2525706;20191204
1393;6;1;1;1;1;2;1;2759686;2699298;20190104
1394;6;1;1;1;1;2;1;2416133;2889054;20190204
1395;6;1;1;1;1;2;1;2231995;2759901;20190304
1396;6;1;1;1;1;2;1;2722788;2290342;20190404
1397;6;1;1;1;1;2;1;2759376;2792581;20190504
1398;6;1;1;1;1;2;1;2063359;2811271;20190604
1399;6;1;1;1;1;2;1;2166853;2153094;20190704
1400;6;1;1;1;1;2;1;2392799;2691964;20190804
1401;6;1;1;1;1;2;1;2377835;2534714;20190904
1402;6;1;1;1;1;2;1;2196104;2628994;20191004
1403;6;1;1;1;1;2;1;2710510;2505636;20191104
1404;6;1;1;1;1;2;1;2591796;2443345;20191204
1405;6;1;1;1;2;3;1;2125629;2578071;20190104
1406;6;1;1;1;2;3;1;2573397;2140835;20190204
1407;6;1;1;1;2;3;1;2558958;2394258;20190304
1408;6;1;1;1;2;3;1;2667243;2171038;20190404
1409;6;1;1;1;2;3;1;2803451;2262530;20190504
1410;6;1;1;1;2;3;1;2054209;2205975;20190604
1411;6;1;1;1;2;3;1;2268031;2210142;20190704
1412;6;1;1;1;2;3;1;2735394;2655078;20190804
1413;6;1;1;1;2;3;1;2905504;2627130;20190904
1414;6;1;1;1;2;3;1;2628419;2168504;20191004
1415;6;1;1;1;2;3;1;2782992;2851920;20191104
1416;6;1;1;1;2;3;1;2850500;2508730;20191204
1417;6;1;1;1;1;5;1;2828149;2716848;20190104
1418;6;1;1;1;1;5;1;2527931;2448060;20190204
1419;6;1;1;1;1;5;1;2710854;2120652;20190304
1420;6;1;1;1;1;5;1;2811300;2790183;20190404
1421;6;1;1;1;1;5;1;2099798;2318463;20190504
1422;6;1;1;1;1;5;1;2229058;2160221;20190604
1423;6;1;1;1;1;5;1;2804575;2637077;20190704
1424;6;1;1;1;1;5;1;2173883;2537445;20190804
1425;6;1;1;1;1;5;1;2298781;2250827;20190904
1426;6;1;1;1;1;5;1;2741110;2873521;20191004
1427;6;1;1;1;1;5;1;2157775;2786590;20191104
1428;6;1;1;1;1;5;1;2869555;2773015;20191204
1429;6;1;1;1;3;4;1;2130346;2512326;20190104
1430;6;1;1;1;3;4;1;2562254;2922821;20190204
1431;6;1;1;1;3;4;1;2411613;2494176;20190304
1432;6;1;1;1;3;4;1;2526505;2801392;20190404
1433;6;1;1;1;3;4;1;2881720;2798731;20190504
1434;6;1;1;1;3;4;1;2644112;2515584;20190604
1435;6;1;1;1;3;4;1;2370993;2779047;20190704
1436;6;1;1;1;3;4;1;2446882;2090140;20190804
1437;6;1;1;1;3;4;1;2769521;2798277;20190904
1438;6;1;1;1;3;4;1;2627311;2067750;20191004
1439;6;1;1;1;3;4;1;2216196;2087133;20191104
1440;6;1;1;1;3;4;1;2469580;2350713;20191204
1441;1;1;1;1;1;1;1;2595126;2281903;20190105
1442;1;1;1;1;1;1;1;2258881;2251652;20190205
1443;1;1;1;1;1;1;1;2537676;2589154;20190305
1444;1;1;1;1;1;1;1;2566511;2637691;20190405
1445;1;1;1;1;1;1;1;2132739;2822023;20190505
1446;1;1;1;1;1;1;1;2476827;2355504;20190605
1447;1;1;1;1;1;1;1;2643957;2794426;20190705
1448;1;1;1;1;1;1;1;2044720;2123168;20190805
1449;1;1;1;1;1;1;1;2069943;2623740;20190905
1450;1;1;1;1;1;1;1;2175486;2799670;20191005
1451;1;1;1;1;1;1;1;2872838;2382744;20191105
1452;1;1;1;1;1;1;1;2352720;2643649;20191205
1453;1;1;1;1;1;2;1;2381052;2863669;20190105
1454;1;1;1;1;1;2;1;2733217;2605741;20190205
1455;1;1;1;1;1;2;1;2277812;2707468;20190305
1456;1;1;1;1;1;2;1;2043976;2684100;20190405
1457;1;1;1;1;1;2;1;2170736;2930208;20190505
1458;1;1;1;1;1;2;1;2530905;2384761;20190605
1459;1;1;1;1;1;2;1;2210943;2455886;20190705
1460;1;1;1;1;1;2;1;2675969;2100836;20190805
1461;1;1;1;1;1;2;1;2541569;2544719;20190905
1462;1;1;1;1;1;2;1;2685496;2746849;20191005
1463;1;1;1;1;1;2;1;2624922;2639155;20191105
1464;1;1;1;1;1;2;1;2180262;2412116;20191205
1465;1;1;1;1;2;3;1;2271488;2847465;20190105
1466;1;1;1;1;2;3;1;2850004;2552435;20190205
1467;1;1;1;1;2;3;1;2610568;2848452;20190305
1468;1;1;1;1;2;3;1;2362364;2858077;20190405
1469;1;1;1;1;2;3;1;2655446;2499554;20190505
1470;1;1;1;1;2;3;1;2210543;2541589;20190605
1471;1;1;1;1;2;3;1;2552893;2093821;20190705
